,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
532,4940,"US must respect China’s key interests — Chinese defense minister. Wei Fenghe also expressed hope that US would keep US's promises, promote the implementation of the agreements between the two heads of state, and adhere to a prudent and pragmatic policy towards China’s",<triplet> Chinese defense minister <subj> US <obj> Demand <triplet> Wei Fenghe <subj> US <obj> Appeal,2,2,2,268,"['Demand', 'Appeal']",2
533,3286,Ukraine works to stabilize Kherson after Russia ends months-long occupation.  ,<triplet> Russia <subj> Kherson <obj> Yield <triplet> Ukraine <subj> Kherson <obj> Provide Aid,2,2,2,78,"['Yield', 'Provide Aid']",2
534,4372,North Korea's leader Kim reveals North Korea's leader Kim's daughter in rare appearance. North Korea's's leader stood hand-in-hand with his daughter during a ballistic missile test on Friday.,<triplet> North Korea's's leader <subj> his daughter <obj> Make Public Statement <triplet> North Korea's leader Kim <subj> North Korea's leader Kim's daughter <obj> Make Public Statement,2,2,2,191,"['Make Public Statement', 'Make Public Statement']",2
535,2199,"Russia looks to private militia to secure a victory in eastern Ukraine. private militia forces launched attacks from several directions on the city of Bakhmut, though analysts said seizing the city of Bakhmut would yield little strategic value.",<triplet> Russia <subj> private militia <obj> Engage In Material Cooperation <triplet> private militia <subj> eastern Ukraine <obj> Fight <triplet> private militia forces <subj> the city of Bakhmut <obj> Fight <triplet> analysts <subj> the city of Bakhmut <obj> Make Public Statement,4,4,4,244,"['Engage In Material Cooperation', 'Fight', 'Fight', 'Make Public Statement']",4
536,5470,Donald Trump sued as New York Adult Survivors Act takes effect. E Jean Carroll filed a lawsuit under New York Adult Survivors Act.,<triplet> E Jean Carroll <subj> Donald Trump <obj> Disapprove,1,1,1,130,['Disapprove'],1
537,5644,"Hungarian companies operating in Russia face discrimination in Ukraine — Foreign Minister. Peter Szijjarto mentioned large Hungarian companies such as the pharmaceutical companies Gedeon Richter and Egis, as well as the oil and gas company MOL, which has been affected by discrimination",<triplet> Ukraine <subj> Hungarian companies <obj> Coerce <triplet> Hungarian companies <subj> Russia <obj> Engage In Material Cooperation <triplet> Peter Szijjarto <subj> large Hungarian companies <obj> Make Public Statement <triplet> Peter Szijjarto <subj> Gedeon Richter <obj> Make Public Statement <triplet> Peter Szijjarto <subj> Egis <obj> Make Public Statement <triplet> Peter Szijjarto <subj> MOL <obj> Make Public Statement,6,6,6,286,"['Coerce', 'Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",6
538,6334,Respect for Marriage Act: Senate passes same-sex marriage bill. same-sex marriage bill now goes back to the Democrat-led House before President Biden signs same-sex marriage bill into law.,<triplet> Senate <subj> same-sex marriage bill <obj> Engage In Diplomatic Cooperation,1,1,1,188,['Engage In Diplomatic Cooperation'],1
539,4942,"US emasculates One China principle — Chinese defense minister. Taiwan has been governed by Taiwan's local administration since 1949, but according to the official stance, shared by most countries, including Russia, Taiwan is one of China’s provinces",<triplet> China’s provinces <subj> Taiwan <obj> Fight <triplet> most countries <subj> Taiwan <obj> Disapprove <triplet> Russia <subj> Taiwan <obj> Disapprove <triplet> most countries <subj> the official stance <obj> Engage In Diplomatic Cooperation <triplet> US <subj> One China principle <obj> Reduce Relations,5,5,5,249,"['Fight', 'Disapprove', 'Disapprove', 'Engage In Diplomatic Cooperation', 'Reduce Relations']",5
540,1680,Argentina's government tries to tempt tourists in search for dollars. Authorities to let tourists use tourists's credit and debit cards to tap more generous parallel new exchange rate in bid to boost Central Bank reserves. Leer más,<triplet> Authorities <subj> Central Bank reserves <obj> Engage In Material Cooperation <triplet> Authorities <subj> tourists <obj> Yield <triplet> Argentina's government <subj> tourists <obj> Appeal,3,3,3,231,"['Engage In Material Cooperation', 'Yield', 'Appeal']",3
541,4563,Climate damage fund for poor nations approved at COP27 — but no deal on emissions reduction.  Countries adopted a hard-fought final agreement at the COP27 climate summit early on Sunday that sets up a fund to help poor countries being battered by climate disasters — but does not boost efforts to tackle the emissions causing poor countries being battered by climate disasters.,<triplet> COP27 <subj> poor nations <obj> Provide Aid <triplet> Countries <subj> the COP27 climate summit <obj> Engage In Diplomatic Cooperation <triplet> Countries <subj> poor countries <obj> Provide Aid,3,3,3,377,"['Provide Aid', 'Engage In Diplomatic Cooperation', 'Provide Aid']",3
542,5462,"Why some Arabs and Muslims feel stung by coverage of the Qatar World Cup. Abu Dhabi, UAECNN —  “Today I feel Qatari. Today I feel Arab. Today I feel African. Today I feel gay. Today I feel disabled. Today I feel a migrant worker,” FIFA chief Gianni Infantino said in a fiery tirade on Saturday, comparing FIFA chief Gianni Infantino's own plight as a redhead son of migrants to that of marginalized communities. FIFA chief Gianni Infantino's ostensible …
The post Why some Arabs and Muslims feel stung by coverage of the Qatar World Cup appeared first on Egypt Independent.",<triplet> some Arabs <subj> coverage of the Qatar World Cup <obj> Disapprove <triplet> Muslims <subj> coverage of the Qatar World Cup <obj> Disapprove <triplet> FIFA chief Gianni Infantino <subj> marginalized communities <obj> Make Public Statement,3,3,3,573,"['Disapprove', 'Disapprove', 'Make Public Statement']",3
543,2846,"US, Chinese leaders to meet in Bali next week — White House. It is reported that Chinese leaders will discuss efforts to maintain and deepen lines of communication between the United States and the PRC",<triplet> Chinese leaders <subj> United States <obj> Express Intent to Cooperate <triplet> Chinese leaders <subj> PRC <obj> Express Intent to Cooperate <triplet> US <subj> Bali <obj> Consult <triplet> Chinese leaders <subj> Bali <obj> Consult,4,4,4,201,"['Express Intent to Cooperate', 'Express Intent to Cooperate', 'Consult', 'Consult']",4
544,2443,"China’s lockdowns fail to contain Covid as people’s anger grows. Some of China’s's most persistent virus hotspots have been locked down for weeks, and in some cases months, showing the limitations of China’s's contentious Covid Zero policy. Xinjiang reported the fourth-highest number of new cases nationally for Monday, according to data compiled by Bloomberg, despite some cities in the region in China’s's northwest locked down for 90 days.",<triplet> people <subj> China’s lockdowns <obj> Disapprove,1,1,1,443,['Disapprove'],1
545,3820,Small Polish Town Becomes the Center of Attention After Missile Blast. Poland’s president said that a Ukrainian air defense missile had most likely caused a deadly blast there on Tuesday.,<triplet> Ukrainian air defense missile <subj> Small Polish Town <obj> Fight <triplet> Poland’s president <subj> Ukrainian air defense missile <obj> Make Public Statement,2,2,2,187,"['Fight', 'Make Public Statement']",2
546,5560,Putin’s chef sends ‘bloodied’ weapon in violin case to EU parliament. Sledgehammers have become an unofficial symbol of the Kremlin-linked Wagner mercenary group whose fighters use Sledgehammers to kill during overseas missions.,<triplet> Putin’s chef <subj> EU parliament <obj> Make Public Statement,1,1,1,228,['Make Public Statement'],1
547,1069,"President Sisi to head for Algeria to attend 31st Arab Summit. President Sisi will head for Algeria Tuesday morning to take part in 31st Arab Summit. President Sisi's participation in 31st Arab Summit comes as part of Egypt’s keenness on boosting fraternal and cooperation ties with all Arab countries, said Presidential Spokesperson Bassam Rady. President Sisi participation …
The post President Sisi to head for Algeria to attend 31st Arab Summit appeared first on Egypt Independent.",<triplet> President Sisi <subj> Algeria <obj> Consult <triplet> President Sisi <subj> Algeria <obj> Consult <triplet> President Sisi <subj> 31st Arab Summit <obj> Consult <triplet> President Sisi <subj> 31st Arab Summit <obj> Consult <triplet> President Sisi <subj> 31st Arab Summit <obj> Consult <triplet> Egypt <subj> Arab countries <obj> Express Intent to Cooperate,6,6,3,485,"['Consult', 'Consult', 'Consult', 'Consult', 'Consult', 'Express Intent to Cooperate']",6
548,4862,"General Qamar Bajwa’s family became billionaires in six years.  Pakistan’s outgoing army chief General Qamar Javed Bajwa’s extended family became billionaires after General Qamar Bajwa’s took command of the military in 2016, accumulating assets and businesses of more than Rs 12.7 billion within and outside Pakistan’s over the past six years, said a report published on investigative website FactsFocus.",<triplet> report <subj> Pakistan’s outgoing army chief General Qamar Javed Bajwa’s extended family <obj> Make Public Statement <triplet> report <subj> General Qamar Bajwa <obj> Make Public Statement,2,2,2,404,"['Make Public Statement', 'Make Public Statement']",2
549,2488,Here’s What Happened on Tuesday at the COP27 Climate Summit. Scotland offered compensation funds to vulnerable nations and other countries follow suit with more cash. That raises the pressure on big countries like the United States.,<triplet> Scotland <subj> vulnerable nations <obj> Provide Aid <triplet> other countries <subj> vulnerable nations <obj> Provide Aid,2,2,2,232,"['Provide Aid', 'Provide Aid']",2
550,4058,"'Canada committed to increase immigration, delays a temporary glitch'. ",<triplet> Canada <subj> immigration <obj> Provide Aid,1,1,1,71,['Provide Aid'],1
551,5747,"Kazakh president to sign decree on Saturday to hold elections to legislature. ""We will continue the steady process of political modernization,"" Kazakh president said",<triplet> Kazakh president <subj> elections to legislature <obj> Make Public Statement <triplet> Kazakh president <subj> We <obj> Make Public Statement,2,2,2,165,"['Make Public Statement', 'Make Public Statement']",2
552,4596,"Mass shooting at LGBTQ nightclub in Colorado leaves several dead, multiple injured. At least five people were killed and 18 wounded, police said Sunday, in a mass shooting at an LGBTQ nightclub in Colorado.",<triplet> police <subj> 18 wounded <obj> Make Public Statement <triplet> police <subj> five people <obj> Make Public Statement <triplet> Mass shooting <subj> LGBTQ nightclub <obj> Fight,3,3,3,206,"['Make Public Statement', 'Make Public Statement', 'Fight']",3
553,4411,"‘Thousands of livelihoods destroyed’ after masses of fish the death of their fish stock in early November, which experts have attributed to upwelling and pollution in Kenya's Lake Victoria. Kenyan fish cage farmers in Kenya's Lake Victoria have suffered enormous losses following the death of Kenyan fish cage farmers in Lake Victoria's fish stock in early November, which experts have attributed to upwelling and pollution. Images circulating online and sent to us by our Observers show thousands of lifeless fish in cages in Kenya's Lake Victoria. More than 364 million fish are believed to have died, with an estimated value of 1.4 billion Kenyan shillings (equivalent to 11 million euros).",<triplet> experts <subj> Kenya's Lake Victoria <obj> Make Public Statement,1,1,1,693,['Make Public Statement'],1
554,5813,"'Fame' and 'Flashdance' singer and actress Irene Cara dies at 63. 'Fame' and 'Flashdance' singer and actress Irene Cara has died at age 63, 'Fame' and 'Flashdance' singer and actress Irene Cara's publicist said Saturday.",<triplet> Irene Cara's publicist <subj> Irene Cara <obj> Make Public Statement,1,1,1,220,['Make Public Statement'],1
555,2726,"How Muna got a fresh start, thanks to Phoebe Bridgers. The LA pop trio were dropped by The LA pop trio's record label, then one of The LA pop trio's biggest fans stepped in.",<triplet> The LA pop trio's record label <subj> LA pop trio <obj> Reduce Relations <triplet> The LA pop trio's biggest fans <subj> LA pop trio <obj> Provide Aid <triplet> Phoebe Bridgers <subj> Muna <obj> Provide Aid,3,3,3,173,"['Reduce Relations', 'Provide Aid', 'Provide Aid']",3
